rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
11,Julia,Turing.jl,1822,204,Julia,https://github.com/TuringLang/Turing.jl,TuringLang,58,2023-06-12T12:52:48Z,Bayesian inference with probabilistic programming.
12,Julia,Gen.jl,1728,150,Julia,https://github.com/probcomp/Gen.jl,probcomp,142,2023-03-15T20:23:46Z,A general-purpose probabilistic programming system with programmable inference
13,Julia,Plots.jl,1719,332,Julia,https://github.com/JuliaPlots/Plots.jl,JuliaPlots,585,2023-06-12T13:16:11Z,Powerful convenience for Julia visualizations and data analysis
14,Julia,DataFrames.jl,1601,359,Julia,https://github.com/JuliaData/DataFrames.jl,JuliaData,116,2023-06-12T19:43:59Z,In-memory tabular data in Julia
15,Julia,MLJ.jl,1598,149,Julia,https://github.com/alan-turing-institute/MLJ.jl,alan-turing-institute,89,2023-05-14T22:30:38Z,A Julia machine learning framework
16,Julia,PyCall.jl,1354,183,Julia,https://github.com/JuliaPy/PyCall.jl,JuliaPy,240,2023-06-13T08:04:05Z,Package to call Python functions from the Julia language
17,Julia,Zygote.jl,1353,194,Julia,https://github.com/FluxML/Zygote.jl,FluxML,356,2023-06-02T20:41:50Z,21st century AD
18,Julia,Julia.jl,1336,197,Julia,https://github.com/svaksha/Julia.jl,svaksha,9,2022-12-12T10:32:49Z,Curated decibans of Julia programming language.
19,Julia,UnicodePlots.jl,1312,73,Julia,https://github.com/JuliaPlots/UnicodePlots.jl,JuliaPlots,10,2023-06-02T15:59:03Z,Unicode-based scientific plotting for working in the terminal
20,Julia,PackageCompiler.jl,1292,171,Julia,https://github.com/JuliaLang/PackageCompiler.jl,JuliaLang,68,2023-06-09T06:38:14Z,Compile your Julia Package
21,Julia,Mocha.jl,1282,260,Julia,https://github.com/pluskid/Mocha.jl,pluskid,35,2018-12-06T01:09:35Z,Deep Learning framework for Julia
22,Julia,BeautifulAlgorithms.jl,1254,85,Julia,https://github.com/mossr/BeautifulAlgorithms.jl,mossr,2,2023-04-29T09:23:06Z,Concise and beautiful algorithms written in Julia
23,Julia,ModelingToolkit.jl,1215,164,Julia,https://github.com/SciML/ModelingToolkit.jl,SciML,321,2023-06-13T00:38:48Z,An acausal modeling framework for automatically parallelized scientific machine learning (SciML) in Julia. A computer algebra system for integrated symbolics for physics-informed machine learning and automated transformations of differential equations
24,Julia,Symbolics.jl,1180,111,Julia,https://github.com/JuliaSymbolics/Symbolics.jl,JuliaSymbolics,312,2023-06-12T15:17:36Z,A fast and modern CAS for a fast and modern language.
25,Julia,VIMKiller,1137,13,Julia,https://github.com/caseykneale/VIMKiller,caseykneale,13,2021-10-14T06:18:57Z,Exiting VIM is hard; sometimes we need to take drastic measures
26,Julia,AlphaZero.jl,1135,119,Julia,https://github.com/jonathan-laurent/AlphaZero.jl,jonathan-laurent,29,2023-04-25T07:54:56Z,"A generic, simple and fast implementation of Deepmind's AlphaZero algorithm."
27,Julia,penumbra,1066,18,Julia,https://github.com/nealmckee/penumbra,nealmckee,9,2022-09-13T06:47:06Z,Penumbra Color Theme
28,Julia,Revise.jl,1059,92,Julia,https://github.com/timholy/Revise.jl,timholy,53,2023-06-06T10:47:20Z,Automatically update function definitions in a running Julia session
29,Julia,StatsWithJuliaBook,1023,271,Julia,https://github.com/h-Klok/StatsWithJuliaBook,h-Klok,13,2023-03-27T02:18:41Z,
30,Julia,Distributions.jl,994,394,Julia,https://github.com/JuliaStats/Distributions.jl,JuliaStats,272,2023-06-09T17:07:14Z,A Julia package for probability distributions and associated functions.
31,Julia,CUDA.jl,992,180,Julia,https://github.com/JuliaGPU/CUDA.jl,JuliaGPU,245,2023-06-13T08:34:12Z,CUDA programming in Julia.
32,Julia,Optim.jl,969,204,Julia,https://github.com/JuliaNLSolvers/Optim.jl,JuliaNLSolvers,73,2023-06-13T05:33:28Z,Optimization functions for Julia
33,Julia,pythonidae,906,184,Julia,https://github.com/svaksha/pythonidae,svaksha,0,2023-04-03T17:59:08Z,Curated decibans of scientific programming resources in Python.
34,Julia,TensorFlow.jl,868,110,Julia,https://github.com/malmaud/TensorFlow.jl,malmaud,70,2021-08-02T16:55:00Z,A Julia wrapper for TensorFlow
35,Julia,Franklin.jl,852,101,Julia,https://github.com/tlienart/Franklin.jl,tlienart,164,2023-06-07T06:41:29Z,"(yet another) static site generator. Simple, customisable, fast, maths with KaTeX, code evaluation, optional pre-rendering, in Julia."
36,Julia,model-zoo,829,327,Julia,https://github.com/FluxML/model-zoo,FluxML,54,2023-05-22T23:50:09Z,Please do not feed the models
37,Julia,DSGE.jl,804,212,Julia,https://github.com/FRBNY-DSGE/DSGE.jl,FRBNY-DSGE,9,2023-06-08T02:36:51Z,Solve and estimate Dynamic Stochastic General Equilibrium models (including the New York Fed DSGE)
38,Julia,Yao.jl,799,110,Julia,https://github.com/QuantumBFS/Yao.jl,QuantumBFS,31,2023-05-15T16:25:20Z,"Extensible, Efficient Quantum Algorithm Design for Humans."
39,Julia,Oceananigans.jl,787,147,Julia,https://github.com/CliMA/Oceananigans.jl,CliMA,116,2023-06-13T05:37:07Z,"🌊  Julia software for fast, friendly, flexible, ocean-flavored fluid dynamics on CPUs and GPUs"
40,Julia,ForwardDiff.jl,786,132,Julia,https://github.com/JuliaDiff/ForwardDiff.jl,JuliaDiff,110,2023-06-09T16:25:02Z,Forward Mode Automatic Differentiation for Julia
41,Julia,DiffEqFlux.jl,782,135,Julia,https://github.com/SciML/DiffEqFlux.jl,SciML,55,2023-06-01T16:05:09Z,"Universal neural differential equations with O(1) backprop, GPUs, and stiff+non-stiff DE solvers, demonstrating scientific machine learning (SciML) and physics-informed machine learning methods"
42,Julia,Javis.jl,770,47,Julia,https://github.com/JuliaAnimators/Javis.jl,JuliaAnimators,53,2023-01-03T00:13:35Z,Julia Animations and Visualizations
43,Julia,NeuralPDE.jl,766,170,Julia,https://github.com/SciML/NeuralPDE.jl,SciML,95,2023-06-11T19:23:55Z,Physics-Informed Neural Networks (PINN) and Deep BSDE Solvers of Differential Equations for Scientific Machine Learning (SciML) accelerated simulation
44,Julia,diff-zoo,764,60,Julia,https://github.com/MikeInnes/diff-zoo,MikeInnes,6,2021-07-09T11:52:53Z,Differentiation for Hackers
45,Julia,Weave.jl,764,93,Julia,https://github.com/JunoLab/Weave.jl,JunoLab,126,2023-05-23T09:57:32Z,Scientific reports/literate programming for Julia
46,Julia,JuliaDB.jl,764,63,Julia,https://github.com/JuliaData/JuliaDB.jl,JuliaData,113,2023-05-02T00:12:16Z,Parallel analytical database in pure Julia
47,Julia,OnlineStats.jl,763,61,Julia,https://github.com/joshday/OnlineStats.jl,joshday,14,2023-06-12T15:32:46Z,⚡ Single-pass algorithms for statistics
48,Julia,DrWatson.jl,733,75,Julia,https://github.com/JuliaDynamics/DrWatson.jl,JuliaDynamics,42,2023-05-08T11:14:10Z,The perfect sidekick to your scientific inquiries
49,Julia,Cxx.jl,732,106,Julia,https://github.com/JuliaInterop/Cxx.jl,JuliaInterop,108,2022-10-20T03:34:33Z,The Julia C++ Interface
50,Julia,DynamicalSystems.jl,732,85,Julia,https://github.com/JuliaDynamics/DynamicalSystems.jl,JuliaDynamics,13,2023-05-31T13:55:55Z,Award winning software library for nonlinear dynamics and nonlinear timeseries analysis
51,Julia,Documenter.jl,695,440,Julia,https://github.com/JuliaDocs/Documenter.jl,JuliaDocs,348,2023-06-12T17:42:26Z,A documentation generator for Julia.
52,Julia,OhMyREPL.jl,678,53,Julia,https://github.com/KristofferC/OhMyREPL.jl,KristofferC,34,2023-06-03T13:17:40Z,Syntax highlighting and other enhancements for the Julia REPL
53,Julia,LightGraphs.jl,677,190,Julia,https://github.com/sbromberger/LightGraphs.jl,sbromberger,31,2021-10-08T14:57:24Z,An optimized graphs package for the Julia programming language
54,Julia,LoopVectorization.jl,663,56,Julia,https://github.com/JuliaSIMD/LoopVectorization.jl,JuliaSIMD,98,2023-05-22T15:51:36Z,Macro(s) for vectorizing loops.
55,Julia,StaticArrays.jl,653,134,Julia,https://github.com/JuliaArrays/StaticArrays.jl,JuliaArrays,140,2023-06-10T19:22:03Z,Statically sized arrays for Julia
56,Julia,dictionary,650,171,Julia,https://github.com/adambom/dictionary,adambom,4,2021-04-23T20:59:28Z,A JSON representation of Webster's Unabridged Dictionary
57,Julia,ChatGPT-Plugins-Collection,619,49,Julia,https://github.com/logankilpatrick/ChatGPT-Plugins-Collection,logankilpatrick,0,2023-04-20T01:53:11Z,"An unofficial collection of Plugins for ChatGPT, in any programming language!"
58,Julia,DataStructures.jl,617,232,Julia,https://github.com/JuliaCollections/DataStructures.jl,JuliaCollections,133,2023-06-12T19:58:05Z,Julia implementation of Data structures
59,Julia,ProgressMeter.jl,601,85,Julia,https://github.com/timholy/ProgressMeter.jl,timholy,65,2023-06-03T12:37:53Z,Progress meter for long-running computations
60,Julia,HTTP.jl,594,163,Julia,https://github.com/JuliaWeb/HTTP.jl,JuliaWeb,45,2023-05-27T15:07:42Z,HTTP for Julia
61,Julia,POMDPs.jl,590,88,Julia,https://github.com/JuliaPOMDP/POMDPs.jl,JuliaPOMDP,31,2023-06-10T17:12:07Z,"MDPs and POMDPs in Julia - An interface for defining, solving, and simulating fully and partially observable Markov decision processes on discrete and continuous spaces."
62,Julia,JET.jl,583,23,Julia,https://github.com/aviatesk/JET.jl,aviatesk,44,2023-06-06T05:14:16Z,An experimental code analyzer for Julia. No need for additional type annotations.
63,Julia,TimerOutputs.jl,568,48,Julia,https://github.com/KristofferC/TimerOutputs.jl,KristofferC,20,2023-05-16T12:22:16Z,Formatted output of timed sections in Julia
64,Julia,Pkg.jl,566,223,Julia,https://github.com/JuliaLang/Pkg.jl,JuliaLang,430,2023-06-12T18:01:08Z,Pkg - Package manager for the Julia programming language
65,Julia,Agents.jl,566,99,Julia,https://github.com/JuliaDynamics/Agents.jl,JuliaDynamics,50,2023-06-12T07:03:17Z,Agent-based modeling framework in Julia
66,Julia,PkgTemplates.jl,563,101,Julia,https://github.com/JuliaCI/PkgTemplates.jl,JuliaCI,76,2023-06-06T03:47:15Z,"Create new Julia packages, the easy way"
67,Julia,FastAI.jl,562,48,Julia,https://github.com/FluxML/FastAI.jl,FluxML,17,2023-02-07T23:51:32Z,"Repository of best practices for deep learning in Julia, inspired by fastai"
68,Julia,Gridap.jl,547,73,Julia,https://github.com/gridap/Gridap.jl,gridap,71,2023-05-30T09:16:47Z,Grid-based approximation of partial differential equations in Julia
69,Julia,GLM.jl,542,115,Julia,https://github.com/JuliaStats/GLM.jl,JuliaStats,70,2023-06-12T22:02:16Z,Generalized linear models in Julia
70,Julia,Tullio.jl,541,20,Julia,https://github.com/mcabbott/Tullio.jl,mcabbott,60,2023-05-03T14:18:05Z,⅀
71,Julia,StatsBase.jl,527,190,Julia,https://github.com/JuliaStats/StatsBase.jl,JuliaStats,144,2023-05-31T22:51:16Z,Basic statistics for Julia
72,Julia,General,525,378,Julia,https://github.com/JuliaRegistries/General,JuliaRegistries,8,2023-06-13T08:59:46Z,The official registry of general Julia packages
73,Julia,Catlab.jl,525,50,Julia,https://github.com/AlgebraicJulia/Catlab.jl,AlgebraicJulia,107,2023-06-09T23:34:22Z,A framework for applied category theory in the Julia language
74,Julia,Luxor.jl,523,70,Julia,https://github.com/JuliaGraphics/Luxor.jl,JuliaGraphics,2,2023-06-05T09:28:16Z,"Simple drawings using vector graphics; Cairo ""for tourists!"""
75,Julia,ScikitLearn.jl,522,73,Julia,https://github.com/cstjean/ScikitLearn.jl,cstjean,36,2023-05-31T18:53:47Z,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/
76,Julia,Optimization.jl,521,61,Julia,https://github.com/SciML/Optimization.jl,SciML,82,2023-06-13T08:41:55Z,"Mathematical Optimization in Julia. Local, global, gradient-based and derivative-free. Linear, Quadratic, Convex, Mixed-Integer, and Nonlinear Optimization in one simple, fast, and differentiable interface."
77,Julia,Unitful.jl,518,104,Julia,https://github.com/PainterQubits/Unitful.jl,PainterQubits,127,2023-06-12T09:49:37Z,Physical quantities with arbitrary units
78,Julia,Convex.jl,511,112,Julia,https://github.com/jump-dev/Convex.jl,jump-dev,31,2023-02-11T04:59:28Z,A Julia package for disciplined convex programming
79,Julia,BenchmarkTools.jl,511,95,Julia,https://github.com/JuliaCI/BenchmarkTools.jl,JuliaCI,81,2023-06-13T08:45:43Z,A benchmarking framework for the Julia language
80,Julia,ReinforcementLearning.jl,507,89,Julia,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,JuliaReinforcementLearning,10,2023-06-13T08:18:48Z,A reinforcement learning package for Julia
81,Julia,Images.jl,505,145,Julia,https://github.com/JuliaImages/Images.jl,JuliaImages,44,2023-05-30T18:45:57Z,An image library for Julia
82,Julia,ThinkJulia.jl,504,131,Julia,https://github.com/BenLauwens/ThinkJulia.jl,BenLauwens,17,2023-05-09T15:53:45Z,Port of the book Think Python to the Julia programming language
83,Julia,Dagger.jl,503,53,Julia,https://github.com/JuliaParallel/Dagger.jl,JuliaParallel,68,2023-06-12T14:46:27Z,A framework for out-of-core and parallel execution
84,Julia,PythonCall.jl,503,37,Julia,https://github.com/cjdoris/PythonCall.jl,cjdoris,67,2023-06-05T10:41:00Z,Python and Julia in harmony.
85,Julia,Latexify.jl,501,45,Julia,https://github.com/korsbo/Latexify.jl,korsbo,29,2023-06-11T19:33:01Z,"Convert julia objects to LaTeX equations, arrays or other environments. "
86,Julia,Interact.jl,499,76,Julia,https://github.com/JuliaGizmos/Interact.jl,JuliaGizmos,82,2022-11-11T18:30:06Z,Interactive widgets to play with your Julia code
87,Julia,JuliaZH.jl,498,95,Julia,https://github.com/JuliaCN/JuliaZH.jl,JuliaCN,9,2023-01-11T10:47:10Z,Julia语言中文文档
88,Julia,ApproxFun.jl,492,71,Julia,https://github.com/JuliaApproximation/ApproxFun.jl,JuliaApproximation,156,2023-06-12T04:45:37Z,Julia package for function approximation
89,Julia,JuliaFormatter.jl,480,57,Julia,https://github.com/domluna/JuliaFormatter.jl,domluna,130,2023-06-07T19:17:12Z,An opinionated code formatter for Julia. Plot twist - the opinion is your own.
90,Julia,QuantEcon.jl,469,299,Julia,https://github.com/QuantEcon/QuantEcon.jl,QuantEcon,34,2023-05-28T02:57:02Z,Julia implementation of QuantEcon routines
91,Julia,Cthulhu.jl,464,32,Julia,https://github.com/JuliaDebug/Cthulhu.jl,JuliaDebug,50,2023-06-05T14:43:32Z,The slow descent into madness
92,Julia,QuantumOptics.jl,461,95,Julia,https://github.com/qojulia/QuantumOptics.jl,qojulia,20,2023-05-26T17:05:35Z,Library for the numerical simulation of closed as well as open quantum systems.
93,Julia,SymbolicUtils.jl,459,82,Julia,https://github.com/JuliaSymbolics/SymbolicUtils.jl,JuliaSymbolics,100,2023-06-13T04:00:11Z,Expression rewriting and simplification
94,Julia,PyPlot.jl,450,89,Julia,https://github.com/JuliaPy/PyPlot.jl,JuliaPy,101,2023-05-11T11:32:13Z,Plotting for Julia based on matplotlib.pyplot
95,Julia,Lazy.jl,450,56,Julia,https://github.com/MikeInnes/Lazy.jl,MikeInnes,38,2021-06-01T15:25:55Z,"I was gonna maintain this package, but then I got high"
96,Julia,Literate.jl,448,57,Julia,https://github.com/fredrikekre/Literate.jl,fredrikekre,21,2023-05-30T10:19:55Z,Simple package for literate programming in Julia
97,Julia,JLD2.jl,445,77,Julia,https://github.com/JuliaIO/JLD2.jl,JuliaIO,48,2023-06-06T21:05:54Z,HDF5-compatible file format in pure Julia
98,Julia,Interpolations.jl,444,103,Julia,https://github.com/JuliaMath/Interpolations.jl,JuliaMath,90,2023-06-12T16:35:24Z,"Fast, continuous interpolation of discrete datasets in Julia"
99,Julia,Dash.jl,442,41,Julia,https://github.com/plotly/Dash.jl,plotly,42,2023-06-12T20:39:48Z,Dash for Julia - A Julia interface to the Dash ecosystem for creating analytic web applications in Julia. No JavaScript required.
100,Julia,DataFramesMeta.jl,441,56,Julia,https://github.com/JuliaData/DataFramesMeta.jl,JuliaData,33,2023-04-09T17:42:17Z,Metaprogramming tools for DataFrames
1,Kotlin,kotlin,44921,5551,Kotlin,https://github.com/JetBrains/kotlin,JetBrains,0,2023-06-13T08:57:12Z,The Kotlin Programming Language. 
2,Kotlin,okhttp,44098,9120,Kotlin,https://github.com/square/okhttp,square,72,2023-06-09T07:41:21Z,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM."
3,Kotlin,architecture-samples,42777,11517,Kotlin,https://github.com/android/architecture-samples,android,123,2023-06-08T21:13:27Z,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.
4,Kotlin,shadowsocks-android,33746,11628,Kotlin,https://github.com/shadowsocks/shadowsocks-android,shadowsocks,34,2023-04-28T01:40:58Z,A shadowsocks client for Android
5,Kotlin,fanqiang,30927,6301,Kotlin,https://github.com/bannedbook/fanqiang,bannedbook,280,2023-06-11T13:02:27Z,翻墙-科学上网
6,Kotlin,p3c,29251,7984,Kotlin,https://github.com/alibaba/p3c,alibaba,137,2023-05-25T12:29:53Z,Alibaba Java Coding Guidelines pmd implements and IDE plugin
7,Kotlin,leakcanary,28503,3940,Kotlin,https://github.com/square/leakcanary,square,70,2023-06-01T16:28:09Z,A memory leak detection library for Android.
8,Kotlin,ClashForAndroid,24842,2758,Kotlin,https://github.com/Kr328/ClashForAndroid,Kr328,143,2023-06-11T12:34:57Z,A rule-based tunnel for Android.
9,Kotlin,BaseRecyclerViewAdapterHelper,23601,5038,Kotlin,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,CymChad,351,2023-06-12T02:33:10Z,BRVAH:Powerful and flexible RecyclerAdapter
10,Kotlin,tachiyomi,22963,2513,Kotlin,https://github.com/tachiyomiorg/tachiyomi,tachiyomiorg,426,2023-06-12T16:52:32Z,Free and open source manga reader for Android.
11,Kotlin,architecture-components-samples,22845,8337,Kotlin,https://github.com/android/architecture-components-samples,android,148,2023-03-28T08:09:45Z,Samples for Android Architecture Components. 
12,Kotlin,v2rayNG,22097,3517,Kotlin,https://github.com/2dust/v2rayNG,2dust,201,2023-05-22T22:15:07Z,"A V2Ray client for Android, support Xray core and v2fly core"
13,Kotlin,iosched,21757,6259,Kotlin,https://github.com/google/iosched,google,55,2023-01-05T18:35:51Z,The Google I/O Android App
14,Kotlin,material-dialogs,19597,3160,Kotlin,https://github.com/afollestad/material-dialogs,afollestad,0,2023-02-06T02:57:13Z,"😍 A beautiful, fluid, and extensible dialogs API for Kotlin & Android."
15,Kotlin,picasso,18531,4014,Kotlin,https://github.com/square/picasso,square,191,2023-06-09T11:10:26Z,A powerful image downloading and caching library for Android
16,Kotlin,flexbox-layout,17912,1836,Kotlin,https://github.com/google/flexbox-layout,google,111,2023-04-10T01:37:39Z,Flexbox for Android 
17,Kotlin,sunflower,16842,4468,Kotlin,https://github.com/android/sunflower,android,87,2023-05-18T22:35:45Z,A gardening app illustrating Android development best practices with migrating a View-based app to Jetpack Compose.
18,Kotlin,plaid,16260,3229,Kotlin,https://github.com/nickbutcher/plaid,nickbutcher,78,2023-01-19T11:18:17Z,An Android app which provides design news & inspiration as well as being an example of implementing material design.
19,Kotlin,compose-samples,16062,3928,Kotlin,https://github.com/android/compose-samples,android,6,2023-06-08T16:14:05Z,Official Jetpack Compose samples.
20,Kotlin,anko,15935,1307,Kotlin,https://github.com/Kotlin/anko,Kotlin,237,2019-12-05T08:59:41Z,Pleasant Android application development
21,Kotlin,lottie-react-native,15899,1770,Kotlin,https://github.com/lottie-react-native/lottie-react-native,lottie-react-native,30,2023-06-09T14:09:13Z,Lottie wrapper for React Native.
22,Kotlin,legado,15299,2374,Kotlin,https://github.com/gedoor/legado,gedoor,53,2023-06-12T14:23:31Z,"Legado 3.0 Book Reader with powerful controls & full functions❤️阅读3.0, 阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。"
23,Kotlin,uamp,12829,3736,Kotlin,https://github.com/android/uamp,android,69,2023-05-28T19:32:14Z,A sample audio app for Android
24,Kotlin,mirai,12773,2508,Kotlin,https://github.com/mamoe/mirai,mamoe,242,2023-06-03T23:01:54Z,高效率 QQ 机器人支持库
25,Kotlin,compose-multiplatform,12106,899,Kotlin,https://github.com/JetBrains/compose-multiplatform,JetBrains,968,2023-06-13T04:58:03Z,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable."
26,Kotlin,RxTool,11998,2852,Kotlin,https://github.com/Tamsiree/RxTool,Tamsiree,0,2023-01-31T12:15:53Z,Android开发人员不得不收集的工具类集合 | 支付宝支付 | 微信支付（统一下单） | 微信分享 | Zip4j压缩（支持分卷压缩与加密） | 一键集成UCrop选择圆形头像 | 一键集成二维码和条形码的扫描与生成 | 常用Dialog | WebView的封装可播放视频 | 仿斗鱼滑动验证码 | Toast封装 | 震动 | GPS | Location定位 | 图片缩放 | Exif 图片添加地理位置信息（经纬度） | 蛛网等级 | 颜色选择器 | ArcGis | VTPK | 编译运行一下说不定会找到惊喜
27,Kotlin,kotlinx.coroutines,11994,1761,Kotlin,https://github.com/Kotlin/kotlinx.coroutines,Kotlin,235,2023-06-13T00:51:10Z,Library support for Kotlin coroutines 
28,Kotlin,nowinandroid,11679,1752,Kotlin,https://github.com/android/nowinandroid,android,61,2023-06-12T15:35:24Z,A fully functional Android app built entirely with Kotlin and Jetpack Compose
29,Kotlin,MaterialDrawer,11612,2077,Kotlin,https://github.com/mikepenz/MaterialDrawer,mikepenz,1,2023-01-10T07:21:16Z,"The flexible, easy to use, all in one drawer library for your Android project. Now brand new with material 2 design."
30,Kotlin,recyclerview-animators,11277,1982,Kotlin,https://github.com/wasabeef/recyclerview-animators,wasabeef,104,2023-01-21T15:13:08Z,An Android Animation library which easily add itemanimator to RecyclerView items.
31,Kotlin,ktor,11238,939,Kotlin,https://github.com/ktorio/ktor,ktorio,131,2023-06-13T08:16:18Z,Framework for quickly creating connected applications in Kotlin with minimal effort
32,Kotlin,awesome-kotlin,10471,1186,Kotlin,https://github.com/KotlinBy/awesome-kotlin,KotlinBy,20,2023-06-12T13:46:46Z,A curated list of awesome Kotlin related stuff Inspired by awesome-java. 
33,Kotlin,AppIntro,10359,1776,Kotlin,https://github.com/AppIntro/AppIntro,AppIntro,31,2023-06-07T22:07:26Z,Make a cool intro for your Android app.
34,Kotlin,timber,10040,947,Kotlin,https://github.com/JakeWharton/timber,JakeWharton,46,2023-05-20T20:55:13Z,"A logger with a small, extensible API which provides utility on top of Android's normal Log class."
35,Kotlin,TranslationPlugin,10016,720,Kotlin,https://github.com/YiiGuxing/TranslationPlugin,YiiGuxing,41,2023-06-12T01:54:13Z,Translation plugin for IntelliJ based IDEs/Android Studio.
36,Kotlin,RxBinding,9701,949,Kotlin,https://github.com/JakeWharton/RxBinding,JakeWharton,31,2021-11-18T17:51:21Z,RxJava binding APIs for Android's UI widgets.
37,Kotlin,SmsForwarder,9276,1407,Kotlin,https://github.com/pppscn/SmsForwarder,pppscn,8,2023-05-13T15:32:11Z,短信转发器——监控Android手机短信、来电、APP通知，并根据指定规则转发到其他手机：钉钉群自定义机器人、钉钉企业内机器人、企业微信群机器人、飞书机器人、企业微信应用消息、邮箱、bark、webhook、Telegram机器人、Server酱、PushPlus、手机短信等。包括主动控制服务端与客户端，让你轻松远程发短信、查短信、查通话、查话簿、查电量等。（V3.0 新增）PS.这个APK主要是学习与自用，如有BUG请提ISSUE，同时欢迎大家提PR指正
38,Kotlin,coil,9247,581,Kotlin,https://github.com/coil-kt/coil,coil-kt,22,2023-06-10T23:08:47Z,Image loading for Android backed by Kotlin Coroutines.
39,Kotlin,moshi,9012,736,Kotlin,https://github.com/square/moshi,square,79,2023-06-09T02:37:00Z,A modern JSON library for Kotlin and Java.
40,Kotlin,SpotiFlyer,8660,696,Kotlin,https://github.com/Shabinder/SpotiFlyer,Shabinder,29,2023-06-02T16:14:09Z,"Kotlin Multiplatform Music Downloader, Supports Spotify /   Gaana / Youtube Music / Jio Saavn / SoundCloud."
41,Kotlin,okio,8368,1186,Kotlin,https://github.com/square/okio,square,72,2023-06-09T04:15:11Z,"A modern I/O library for Android, Java, and Kotlin Multiplatform."
42,Kotlin,VancedManager,8204,1224,Kotlin,https://github.com/TeamVanced/VancedManager,TeamVanced,59,2022-03-14T13:59:17Z,Vanced Installer
43,Kotlin,koin,8074,618,Kotlin,https://github.com/InsertKoinIO/koin,InsertKoinIO,71,2023-06-13T06:56:19Z,Koin - a pragmatic lightweight dependency injection framework for Kotlin & Kotlin Multiplatform
44,Kotlin,k-9,8018,2356,Kotlin,https://github.com/thundernest/k-9,thundernest,651,2023-06-12T15:21:31Z,K-9 Mail – Open Source Email App for Android
45,Kotlin,cheesesquare,7772,1838,Kotlin,https://github.com/chrisbanes/cheesesquare,chrisbanes,0,2020-12-07T17:39:00Z,Demos the new Android Design library.
46,Kotlin,ideavim,7672,701,Kotlin,https://github.com/JetBrains/ideavim,JetBrains,0,2023-06-12T07:42:27Z,IdeaVim – A Vim engine for JetBrains IDEs
47,Kotlin,RIBs,7407,870,Kotlin,https://github.com/uber/RIBs,uber,98,2023-06-12T22:06:20Z,Uber's cross-platform mobile architecture framework.
48,Kotlin,Exposed,7188,610,Kotlin,https://github.com/JetBrains/Exposed,JetBrains,295,2023-06-13T07:14:40Z,Kotlin SQL Framework
49,Kotlin,kotlin-native,7066,615,Kotlin,https://github.com/JetBrains/kotlin-native,JetBrains,0,2021-08-10T12:31:53Z,Kotlin/Native infrastructure
50,Kotlin,BiliRoaming,6965,393,Kotlin,https://github.com/yujincheng08/BiliRoaming,yujincheng08,6,2023-06-12T16:46:48Z,哔哩漫游，解除B站客户端番剧区域限制的Xposed模块，并且提供其他小功能。An Xposed module that unblocks bangumi area limit of BILIBILI with miscellaneous features.
51,Kotlin,RxKotlin,6957,469,Kotlin,https://github.com/ReactiveX/RxKotlin,ReactiveX,22,2023-02-04T10:47:27Z,RxJava bindings for Kotlin
52,Kotlin,Compressor,6823,951,Kotlin,https://github.com/zetbaitsu/Compressor,zetbaitsu,122,2022-08-25T12:06:12Z,An android image compression library.
53,Kotlin,Pokedex,6740,877,Kotlin,https://github.com/skydoves/Pokedex,skydoves,6,2023-04-11T13:45:07Z,"🗡️ Pokedex demonstrates modern Android development with Hilt, Material Motion, Coroutines, Flow, Jetpack (Room, ViewModel) based on MVVM architecture."
54,Kotlin,sourcerer-app,6698,288,Kotlin,https://github.com/sourcerer-io/sourcerer-app,sourcerer-io,204,2020-09-30T20:20:13Z,🦄 Sourcerer app makes a visual profile from your GitHub and git repositories.
55,Kotlin,fenix,6596,1312,Kotlin,https://github.com/mozilla-mobile/fenix,mozilla-mobile,0,2023-02-20T10:15:34Z, ⚠️ Fenix (Firefox for Android) moved to a new repository. It is now developed and maintained as part of: https://github.com/mozilla-mobile/firefox-android
56,Kotlin,javalin,6563,537,Kotlin,https://github.com/javalin/javalin,javalin,32,2023-06-10T20:21:52Z,A simple and modern Java and Kotlin web framework
57,Kotlin,accompanist,6548,516,Kotlin,https://github.com/google/accompanist,google,38,2023-06-12T20:57:42Z,A collection of extension libraries for Jetpack Compose
58,Kotlin,Anki-Android,6479,1929,Kotlin,https://github.com/ankidroid/Anki-Android,ankidroid,382,2023-06-12T22:18:42Z,AnkiDroid: Anki flashcards on Android. Your secret trick to achieve superhuman information retention.
59,Kotlin,uhabits,6243,843,Kotlin,https://github.com/iSoron/uhabits,iSoron,14,2023-06-12T15:45:40Z,"Loop Habit Tracker, a mobile app for creating and maintaining long-term positive habits"
60,Kotlin,acra,6064,1143,Kotlin,https://github.com/ACRA/acra,ACRA,2,2023-06-12T21:56:14Z,Application Crash Reports for Android
