rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
2,Objective-C,SDWebImage,24644,5933,Objective-C,https://github.com/SDWebImage/SDWebImage,SDWebImage,56,2023-07-26T07:40:02Z,Asynchronous image downloader with cache support as a UIImageView category
3,Objective-C,WeChatExtension-ForMac,20936,3520,Objective-C,https://github.com/MustangYM/WeChatExtension-ForMac,MustangYM,831,2023-07-19T14:53:21Z,Mac微信功能拓展/微信插件/微信小助手(A plugin for Mac WeChat)
4,Objective-C,GPUImage,20093,4660,Objective-C,https://github.com/BradLarson/GPUImage,BradLarson,907,2020-11-28T03:20:20Z,An open source iOS framework for GPU-based image and video processing
5,Objective-C,Masonry,18059,3183,Objective-C,https://github.com/SnapKit/Masonry,SnapKit,125,2023-04-13T18:23:56Z,"Harness the power of AutoLayout NSLayoutConstraints with a simplified, chainable and expressive syntax. Supports iOS and OSX Auto Layout"
6,Objective-C,MBProgressHUD,15977,3530,Objective-C,https://github.com/jdg/MBProgressHUD,jdg,67,2023-03-31T08:05:50Z,MBProgressHUD + Customizations
7,Objective-C,realm-swift,15947,2149,Objective-C,https://github.com/realm/realm-swift,realm,353,2023-07-25T16:16:39Z,Realm is a mobile database: a replacement for Core Data & SQLite
8,Objective-C,react-native-maps,14213,4843,Objective-C,https://github.com/react-native-maps/react-native-maps,react-native-maps,48,2023-07-19T04:28:04Z,React Native Mapview component for iOS + Android
9,Objective-C,WebViewJavascriptBridge,14168,2982,Objective-C,https://github.com/marcuswestin/WebViewJavascriptBridge,marcuswestin,72,2023-02-25T18:35:05Z,An iOS/OSX bridge for sending messages between Obj-C and JavaScript in UIWebViews/WebViews
10,Objective-C,YYKit,13961,3704,Objective-C,https://github.com/ibireme/YYKit,ibireme,270,2022-04-29T07:46:02Z,A collection of iOS components.
11,Objective-C,fmdb,13790,2819,Objective-C,https://github.com/ccgus/fmdb,ccgus,232,2022-10-06T16:26:58Z,A Cocoa / Objective-C wrapper around SQLite
12,Objective-C,iTerm2,13723,1154,Objective-C,https://github.com/gnachman/iTerm2,gnachman,0,2023-07-25T07:07:19Z,iTerm2 is a terminal emulator for Mac OS X that does amazing things.
13,Objective-C,MJRefresh,13712,3560,Objective-C,https://github.com/CoderMJLee/MJRefresh,CoderMJLee,33,2023-04-05T12:25:11Z,An easy way to use pull-to-refresh.
14,Objective-C,FLEX,13622,1666,Objective-C,https://github.com/FLEXTool/FLEX,FLEXTool,32,2023-06-19T12:54:03Z,An in-app debugging and exploration tool for iOS
15,Objective-C,spectacle,13550,829,Objective-C,https://github.com/eczarny/spectacle,eczarny,0,2022-01-15T17:32:42Z,Spectacle allows you to organize your windows without using a mouse.
16,Objective-C,WeChatPlugin-MacOS,13448,2479,Objective-C,https://github.com/TKkk-iOSer/WeChatPlugin-MacOS,TKkk-iOSer,139,2023-03-21T13:16:45Z,微信小助手
17,Objective-C,CocoaLumberjack,12991,2259,Objective-C,https://github.com/CocoaLumberjack/CocoaLumberjack,CocoaLumberjack,10,2023-07-12T14:09:14Z,"A fast & simple, yet powerful & flexible logging framework for Mac and iOS"
18,Objective-C,IGListKit,12672,1583,Objective-C,https://github.com/Instagram/IGListKit,Instagram,155,2023-07-25T16:26:31Z,A data-driven UICollectionView framework for building fast and flexible lists.
19,Objective-C,chameleon,12507,1330,Objective-C,https://github.com/vicc/chameleon,vicc,38,2021-05-03T07:11:02Z,"Color framework for Swift & Objective-C (Gradient colors, hexcode support, colors from images & more)."
20,Objective-C,SVProgressHUD,12367,2608,Objective-C,https://github.com/SVProgressHUD/SVProgressHUD,SVProgressHUD,39,2023-05-06T05:51:35Z,A clean and lightweight progress HUD for your iOS and tvOS app.
21,Objective-C,CocoaAsyncSocket,12340,2985,Objective-C,https://github.com/robbiehanson/CocoaAsyncSocket,robbiehanson,2,2023-07-20T18:49:00Z,Asynchronous socket networking library for Mac and iOS
22,Objective-C,DZNEmptyDataSet,12131,1760,Objective-C,https://github.com/dzenbot/DZNEmptyDataSet,dzenbot,166,2022-07-06T08:08:53Z,A drop-in UITableView/UICollectionView superclass category for showing empty datasets whenever the view has no content to display
23,Objective-C,iCarousel,11977,2599,Objective-C,https://github.com/nicklockwood/iCarousel,nicklockwood,367,2022-09-06T12:26:52Z,"A simple, highly customisable, data-driven 3D carousel for iOS and Mac OS"
24,Objective-C,JSPatch,11352,2286,Objective-C,https://github.com/bang590/JSPatch,bang590,105,2020-12-01T02:18:35Z,JSPatch bridge Objective-C and Javascript using the Objective-C runtime. You can call any Objective-C class and method in JavaScript by just including a small engine. JSPatch is generally used to hotfix iOS App.
25,Objective-C,Mantle,11335,1499,Objective-C,https://github.com/Mantle/Mantle,Mantle,0,2022-10-18T09:40:02Z,Model framework for Cocoa and Cocoa Touch
26,Objective-C,JSQMessagesViewController,11183,2864,Objective-C,https://github.com/jessesquires/JSQMessagesViewController,jessesquires,0,2018-12-12T10:45:39Z,An elegant messages UI library for iOS
27,Objective-C,GitUp,10927,1046,Objective-C,https://github.com/git-up/GitUp,git-up,324,2023-07-25T18:26:35Z,The Git interface you've been missing all your life has finally arrived.
28,Objective-C,MagicalRecord,10831,1825,Objective-C,https://github.com/magicalpanda/MagicalRecord,magicalpanda,228,2021-04-27T16:21:19Z,Super Awesome Easy Fetching for Core Data!
29,Objective-C,hammerspoon,10679,546,Objective-C,https://github.com/Hammerspoon/hammerspoon,Hammerspoon,548,2023-06-20T22:52:53Z,Staggeringly powerful macOS desktop automation with Lua
30,Objective-C,keycastr,10574,473,Objective-C,https://github.com/keycastr/keycastr,keycastr,77,2023-06-13T10:42:37Z,"KeyCastr, an open-source keystroke visualizer"
31,Objective-C,FSCalendar,10371,1899,Objective-C,https://github.com/WenchaoD/FSCalendar,WenchaoD,404,2023-07-10T15:13:23Z,"A fully customizable iOS calendar library, compatible with Objective-C and Swift"
32,Objective-C,RestKit,10227,2156,Objective-C,https://github.com/RestKit/RestKit,RestKit,343,2022-08-27T03:57:20Z,RestKit is a framework for consuming and modeling RESTful web resources on iOS and OS X
33,Objective-C,UITableView-FDTemplateLayoutCell,9947,2036,Objective-C,https://github.com/forkingdog/UITableView-FDTemplateLayoutCell,forkingdog,116,2022-03-07T10:01:30Z,Template auto layout cell for automatically UITableViewCell height calculating
34,Objective-C,darling,9939,403,Objective-C,https://github.com/darlinghq/darling,darlinghq,260,2023-07-25T17:23:16Z,Darwin/macOS emulation layer for Linux
35,Objective-C,Alcatraz,9926,1172,Objective-C,https://github.com/alcatraz/Alcatraz,alcatraz,32,2017-09-28T10:13:15Z,Package manager for Xcode
36,Objective-C,PNChart,9737,1794,Objective-C,https://github.com/kevinzhow/PNChart,kevinzhow,169,2018-07-02T12:43:03Z,A simple and beautiful chart lib used in Piner and CoinsMan for iOS
37,Objective-C,SocketRocket,9460,2024,Objective-C,https://github.com/facebookincubator/SocketRocket,facebookincubator,151,2023-06-29T14:26:53Z,A conforming Objective-C WebSocket client library.
38,Objective-C,Shimmer,9375,1137,Objective-C,https://github.com/facebookarchive/Shimmer,facebookarchive,17,2021-02-06T00:01:46Z,"An easy way to add a simple, shimmering effect to any view in an iOS app."
39,Objective-C,WeChatTweak-macOS,9326,1236,Objective-C,https://github.com/sunnyyoung/WeChatTweak-macOS,sunnyyoung,43,2023-07-14T11:43:42Z,A dynamic library tweak for WeChat macOS - 首款微信 macOS 客户端撤回拦截与多开 🔨
40,Objective-C,sequelpro,8911,853,Objective-C,https://github.com/sequelpro/sequelpro,sequelpro,488,2023-02-25T08:11:30Z,MySQL/MariaDB database management for macOS
41,Objective-C,YYText,8812,1525,Objective-C,https://github.com/ibireme/YYText,ibireme,459,2022-07-26T02:47:04Z,Powerful text framework for iOS to display and edit rich text.
42,Objective-C,TTTAttributedLabel,8753,1694,Objective-C,https://github.com/TTTAttributedLabel/TTTAttributedLabel,TTTAttributedLabel,149,2023-02-21T09:03:10Z,"A drop-in replacement for UILabel that supports attributes, data detectors, links, and more"
43,Objective-C,MWPhotoBrowser,8752,2739,Objective-C,https://github.com/mwaterfall/MWPhotoBrowser,mwaterfall,250,2023-07-07T06:24:11Z,"A simple iOS photo and video browser with grid view, captions and selections."
44,Objective-C,BaiduNetdiskPlugin-macOS,8583,1813,Objective-C,https://github.com/CodeTips/BaiduNetdiskPlugin-macOS,CodeTips,0,2020-10-17T13:18:17Z,For macOS.百度网盘 破解SVIP、下载速度限制~
45,Objective-C,MJExtension,8511,2180,Objective-C,https://github.com/CoderMJLee/MJExtension,CoderMJLee,18,2023-01-17T08:50:29Z,"A fast, convenient and nonintrusive conversion framework between JSON and model. Your model class doesn't need to extend any base class. You don't need to modify any model file."
46,Objective-C,Aspects,8366,1273,Objective-C,https://github.com/steipete/Aspects,steipete,75,2020-09-10T12:19:27Z,"Delightful, simple library for aspect oriented programming in Objective-C and Swift."
47,Objective-C,SlackTextViewController,8356,1110,Objective-C,https://github.com/slackhq/SlackTextViewController,slackhq,71,2018-10-29T18:56:03Z,⛔️**DEPRECATED** ⛔️ A drop-in UIViewController subclass with a growing text input view and other useful messaging features
48,Objective-C,VVDocumenter-Xcode,8332,1580,Objective-C,https://github.com/onevcat/VVDocumenter-Xcode,onevcat,60,2017-04-19T06:55:13Z,"Xcode plug-in which helps you write documentation comment easier, for both Objective-C and Swift."
49,Objective-C,TrollStore,8253,542,Objective-C,https://github.com/opa334/TrollStore,opa334,23,2023-04-23T19:03:36Z,Jailed iOS app that can install IPAs permanently with arbitary entitlements and root helpers because it trolls Apple
50,Objective-C,LuLu,8206,417,Objective-C,https://github.com/objective-see/LuLu,objective-see,353,2023-05-23T09:43:31Z,LuLu is the free macOS firewall
51,Objective-C,shadowsocks-iOS,8204,3551,Objective-C,https://github.com/shadowsocks/shadowsocks-iOS,shadowsocks,171,2022-05-17T06:55:42Z,Removed according to regulations.
52,Objective-C,FastImageCache,8142,956,Objective-C,https://github.com/path/FastImageCache,path,35,2023-07-12T23:20:57Z,iOS library for quickly displaying images while scrolling
53,Objective-C,analyze,8061,1966,Objective-C,https://github.com/draveness/analyze,draveness,0,2021-11-14T19:00:39Z,Draven's Blog
54,Objective-C,TZImagePickerController,7949,1843,Objective-C,https://github.com/banchichen/TZImagePickerController,banchichen,51,2023-03-22T08:39:26Z,"一个支持多选、选原图和视频的图片选择器，同时有预览、裁剪功能，支持iOS6+。  A clone of UIImagePickerController, support picking multiple photos、original photo、video, also allow preview photo and video, support iOS6+"
55,Objective-C,aria2gui,7920,835,Objective-C,https://github.com/NickYang29/aria2gui,NickYang29,0,2018-06-19T17:49:55Z,Aria2GUI for macOS
56,Objective-C,iOS-Runtime-Headers,7900,1652,Objective-C,https://github.com/nst/iOS-Runtime-Headers,nst,57,2022-05-17T07:06:03Z,iOS Objective-C headers as derived from runtime introspection
57,Objective-C,Sloth,7894,149,Objective-C,https://github.com/sveinbjornt/Sloth,sveinbjornt,3,2023-05-20T21:16:23Z,"Mac app that shows all open files, directories, sockets, pipes and devices in use by all running processes. Nice GUI for lsof."
58,Objective-C,FLAnimatedImage,7869,1224,Objective-C,https://github.com/Flipboard/FLAnimatedImage,Flipboard,70,2022-09-24T04:28:13Z,Performant animated GIF engine for iOS
59,Objective-C,trip-to-iOS,7867,2292,Objective-C,https://github.com/Aufree/trip-to-iOS,Aufree,0,2022-05-17T07:07:01Z,A curated list of delightful iOS resources.
60,Objective-C,FlatUIKit,7830,964,Objective-C,https://github.com/Grouper/FlatUIKit,Grouper,29,2016-09-29T04:08:55Z,A collection of awesome flat UI components for iOS.
61,Objective-C,slate,7817,517,Objective-C,https://github.com/jigish/slate,jigish,242,2022-06-23T09:17:42Z,A window management application (replacement for Divvy/SizeUp/ShiftIt)
62,Objective-C,PureLayout,7623,764,Objective-C,https://github.com/PureLayout/PureLayout,PureLayout,35,2023-03-16T21:45:11Z,"The ultimate API for iOS & OS X Auto Layout — impressively simple, immensely powerful. Objective-C and Swift compatible."
63,Objective-C,V2RayX,7365,1120,Objective-C,https://github.com/Cenmrev/V2RayX,Cenmrev,108,2023-03-20T07:08:01Z,GUI for v2ray-core on macOS
64,Objective-C,KVOController,7361,954,Objective-C,https://github.com/facebookarchive/KVOController,facebookarchive,7,2020-01-25T04:18:28Z,"Simple, modern, thread-safe key-value observing for iOS and OS X."
65,Objective-C,three20,7271,1517,Objective-C,https://github.com/facebookarchive/three20,facebookarchive,0,2017-05-02T06:05:12Z,Three20 is an Objective-C library for iPhone developers
66,Objective-C,DateTools,7210,949,Objective-C,https://github.com/MatthewYork/DateTools,MatthewYork,74,2022-06-27T15:32:26Z,Dates and times made easy in iOS
67,Objective-C,JVFloatLabeledTextField,7182,751,Objective-C,https://github.com/jverdi/JVFloatLabeledTextField,jverdi,26,2023-04-17T14:38:05Z,UITextField subclass with floating labels - inspired by Matt D. Smith's design: http://dribbble.com/shots/1254439--GIF-Mobile-Form-Interaction?list=users
68,Objective-C,SWTableViewCell,7178,1290,Objective-C,https://github.com/CEWendel/SWTableViewCell,CEWendel,137,2021-05-20T14:43:51Z,An easy-to-use UITableViewCell subclass that implements a swippable content view which exposes utility buttons (similar to iOS 7 Mail Application)
69,Objective-C,RESideMenu,7139,1366,Objective-C,https://github.com/romaonthego/RESideMenu,romaonthego,108,2017-12-05T17:29:00Z,iOS 7/8 style side menu with parallax effect.
70,Objective-C,Dash-iOS,7128,957,Objective-C,https://github.com/Kapeli/Dash-iOS,Kapeli,38,2021-03-28T15:29:00Z,Dash gives your iPad and iPhone instant offline access to 200+ API documentation sets
71,Objective-C,MGSwipeTableCell,6969,1083,Objective-C,https://github.com/MortimerGoro/MGSwipeTableCell,MortimerGoro,126,2023-03-22T00:38:19Z,An easy to use UITableViewCell subclass that allows to display swippable buttons with a variety of transitions.
72,Objective-C,Reachability,6962,1264,Objective-C,https://github.com/tonymillion/Reachability,tonymillion,59,2023-05-04T21:21:29Z,ARC and GCD Compatible Reachability Class for iOS and MacOS. Drop in replacement for Apple Reachability
73,Objective-C,xctool,6962,774,Objective-C,https://github.com/facebookarchive/xctool,facebookarchive,9,2019-12-11T08:21:02Z,An extension for Apple's xcodebuild that makes it easier to test iOS and macOS apps.
74,Objective-C,ZFPlayer,6945,1727,Objective-C,https://github.com/renzifeng/ZFPlayer,renzifeng,211,2023-06-06T07:25:15Z,Support customization of any player SDK and control layer(支持定制任何播放器SDK和控制层)
75,Objective-C,BlocksKit,6918,1289,Objective-C,https://github.com/BlocksKit/BlocksKit,BlocksKit,74,2018-02-02T10:11:16Z,The Objective-C block utilities you always wish you had.
76,Objective-C,QMUI_iOS,6904,1351,Objective-C,https://github.com/Tencent/QMUI_iOS,Tencent,118,2023-07-24T14:22:13Z,QMUI iOS——致力于提高项目 UI 开发效率的解决方案
77,Objective-C,jsonmodel,6860,1067,Objective-C,https://github.com/jsonmodel/jsonmodel,jsonmodel,24,2021-11-06T12:23:36Z,"Magical Data Modeling Framework for JSON - allows rapid creation of smart data models. You can use it in your iOS, macOS, watchOS and tvOS apps."
78,Objective-C,CYLTabBarController,6786,1463,Objective-C,https://github.com/ChenYilong/CYLTabBarController,ChenYilong,156,2021-12-30T14:13:25Z,"[EN]It is an iOS UI module library for adding animation to iOS tabbar items and icons with Lottie, and adding a bigger center UITabBar Item.  [CN]【中国特色 TabBar】一行代码实现 Lottie 动画TabBar，支持中间带+号的TabBar样式，自带红点角标，支持动态刷新。【iOS13 & Dark Mode  & iPhone XS MAX supported】"
79,Objective-C,MMDrawerController,6773,1407,Objective-C,https://github.com/mutualmobile/MMDrawerController,mutualmobile,161,2023-01-09T00:03:46Z," A lightweight, easy to use, Side Drawer Navigation Controller"
80,Objective-C,MacPass,6590,467,Objective-C,https://github.com/MacPass/MacPass,MacPass,266,2023-04-22T05:42:04Z,A native macOS KeePass client 
81,Objective-C,injectionforxcode,6531,589,Objective-C,https://github.com/johnno1962/injectionforxcode,johnno1962,77,2022-08-04T00:53:23Z,Runtime Code Injection for Objective-C & Swift
82,Objective-C,Onboard,6494,783,Objective-C,https://github.com/mamaral/Onboard,mamaral,41,2020-10-28T22:01:26Z,An iOS framework to easily create a beautiful and engaging onboarding experience with only a few lines of code.
83,Objective-C,Sparkle,6471,1030,Objective-C,https://github.com/sparkle-project/Sparkle,sparkle-project,19,2023-07-23T23:47:50Z,A software update framework for macOS
84,Objective-C,YTKNetwork,6465,1672,Objective-C,https://github.com/kanyun-inc/YTKNetwork,kanyun-inc,109,2021-04-22T09:05:44Z,YTKNetwork is a high level request util based on AFNetworking.
85,Objective-C,nimbus,6462,1321,Objective-C,https://github.com/jverkoey/nimbus,jverkoey,1,2023-06-28T22:44:28Z,The iOS framework that grows only as fast as its documentation
86,Objective-C,NewsBlur,6424,984,Objective-C,https://github.com/samuelclay/NewsBlur,samuelclay,127,2023-07-24T17:34:08Z,NewsBlur is a personal news reader that brings people together to talk about the world. A new sound of an old instrument.
87,Objective-C,JazzHands,6423,688,Objective-C,https://github.com/IFTTT/JazzHands,IFTTT,13,2017-11-05T03:22:02Z,A simple keyframe-based animation framework for UIKit. Perfect for scrolling app intros.
88,Objective-C,GCDWebServer,6381,1204,Objective-C,https://github.com/swisspol/GCDWebServer,swisspol,37,2022-10-05T03:56:25Z,"The #1 HTTP server for iOS, macOS & tvOS (also includes web based uploader & WebDAV server)"
89,Objective-C,DTCoreText,6288,1199,Objective-C,https://github.com/Cocoanetics/DTCoreText,Cocoanetics,33,2023-07-14T13:39:42Z,Methods to allow using HTML code with CoreText
90,Objective-C,NWPusher,6282,688,Objective-C,https://github.com/noodlewerk/NWPusher,noodlewerk,24,2021-03-30T07:00:58Z,OS X and iOS application and framework to play with the Apple Push Notification service (APNs)
91,Objective-C,JSONKit,6229,1736,Objective-C,https://github.com/johnezang/JSONKit,johnezang,67,2020-11-22T17:51:42Z,Objective-C JSON
92,Objective-C,terminal-notifier,6186,339,Objective-C,https://github.com/julienXX/terminal-notifier,julienXX,32,2022-08-25T19:20:53Z,Send User Notifications on macOS from the command-line.
93,Objective-C,KIF,6184,919,Objective-C,https://github.com/kif-framework/KIF,kif-framework,49,2023-07-14T15:29:53Z,Keep It Functional - An iOS Functional Testing Framework
94,Objective-C,SDCycleScrollView,6154,1508,Objective-C,https://github.com/gsdios/SDCycleScrollView,gsdios,438,2023-04-21T10:20:47Z,Autoscroll Banner.   无限循环图片、文字轮播器。
95,Objective-C,MonkeyDev,6148,1111,Objective-C,https://github.com/AloneMonkey/MonkeyDev,AloneMonkey,157,2022-07-09T08:24:07Z,"CaptainHook Tweak、Logos Tweak and Command-line Tool、Patch iOS Apps,  Without Jailbreak."
96,Objective-C,JXCategoryView,5930,1144,Objective-C,https://github.com/pujiaxin33/JXCategoryView,pujiaxin33,36,2023-06-30T08:49:22Z,"A powerful and easy to use category view (segmentedcontrol, segmentview, pagingview, pagerview, pagecontrol) (腾讯新闻、今日头条、QQ音乐、网易云音乐、京东、爱奇艺、腾讯视频、淘宝、天猫、简书、微博等所有主流APP分类切换滚动视图)"
97,Objective-C,XMPPFramework,5924,2126,Objective-C,https://github.com/robbiehanson/XMPPFramework,robbiehanson,514,2022-08-31T07:31:30Z,An XMPP Framework in Objective-C for Mac and iOS
98,Objective-C,SDAutoLayout,5913,1311,Objective-C,https://github.com/gsdios/SDAutoLayout,gsdios,157,2023-05-12T15:20:35Z,One line of code to implement automatic layout.  一行代码搞定自动布局！支持Cell和Tableview高度自适应，Label和ScrollView内容自适应，致力于做最简单易用的AutoLayout库。The most easy way for autoLayout. Based on runtime.
99,Objective-C,FDFullscreenPopGesture,5888,1166,Objective-C,https://github.com/forkingdog/FDFullscreenPopGesture,forkingdog,92,2021-07-08T17:06:04Z,A UINavigationController's category to enable fullscreen pop gesture with iOS7+ system style.
100,Objective-C,PonyDebugger,5868,617,Objective-C,https://github.com/square/PonyDebugger,square,42,2023-03-18T22:52:48Z,Remote network and data debugging for your native iOS app using Chrome Developer Tools
1,Perl,diff-so-fancy,16595,346,Perl,https://github.com/so-fancy/diff-so-fancy,so-fancy,25,2023-06-15T18:22:34Z,Good-lookin' diffs. Actually… nah… The best-lookin' diffs. :tada:
2,Perl,cloc,16442,926,Perl,https://github.com/AlDanial/cloc,AlDanial,22,2023-07-25T03:00:28Z,"cloc counts blank lines, comment lines, and physical lines of source code in many programming languages."
3,Perl,FlameGraph,15049,1803,Perl,https://github.com/brendangregg/FlameGraph,brendangregg,102,2023-06-29T02:30:54Z,Stack trace visualizer
4,Perl,gitolite,8228,1008,Perl,https://github.com/sitaramc/gitolite,sitaramc,0,2023-07-17T00:48:31Z,"Hosting git repositories -- Gitolite allows you to setup git hosting on a central server, with very fine-grained access control and many (many!) more powerful features."
5,Perl,MySQLTuner-perl,8177,1263,Perl,https://github.com/major/MySQLTuner-perl,major,18,2023-07-25T20:56:01Z,MySQLTuner is a script written in Perl that will assist you with your MySQL configuration and make recommendations for increased performance and stability.
6,Perl,nikto,6938,1072,Perl,https://github.com/sullo/nikto,sullo,24,2023-07-14T18:42:35Z,Nikto web server scanner
7,Perl,git-it-electron,4429,1181,Perl,https://github.com/jlord/git-it-electron,jlord,81,2023-06-10T14:09:40Z,":computer: :mortar_board: Git-it is a (Mac, Win, Linux) Desktop App for Learning Git and GitHub"
8,Perl,Expose,4331,257,Perl,https://github.com/Jack000/Expose,Jack000,19,2022-03-16T05:58:08Z,A simple static site generator for photoessays
9,Perl,sicp-pdf,4197,541,Perl,https://github.com/sarabander/sicp-pdf,sarabander,15,2022-06-04T18:45:39Z,SICP PDF with Texinfo and LaTeX source
10,Perl,EQGRP,3958,2155,Perl,https://github.com/x0rz/EQGRP,x0rz,13,2017-05-24T21:12:59Z,Decrypted content of eqgrp-auction-file.tar.xz
11,Perl,pgbadger,3097,322,Perl,https://github.com/darold/pgbadger,darold,17,2023-07-21T08:27:09Z,A fast PostgreSQL Log Analyzer
12,Perl,rcm,2972,133,Perl,https://github.com/thoughtbot/rcm,thoughtbot,20,2023-05-08T11:56:40Z,rc file (dotfile) management
13,Perl,imapsync,2875,424,Perl,https://github.com/imapsync/imapsync,imapsync,120,2023-04-12T08:19:14Z,"Imapsync is an IMAP transfers tool. The purpose of imapsync is to migrate IMAP accounts or to backup IMAP accounts. IMAP is one of the three current standard protocols to access mailboxes, the two others are POP3 and HTTP with webmails, webmails are often tied to an IMAP server. Upstream website is "
14,Perl,rsnapshot,2859,257,Perl,https://github.com/rsnapshot/rsnapshot,rsnapshot,32,2023-04-12T23:35:35Z,"a tool for backing up your data using rsync (if you want to get help, use https://lists.sourceforge.net/lists/listinfo/rsnapshot-discuss)"
15,Perl,nginx-tutorials,2820,449,Perl,https://github.com/openresty/nginx-tutorials,openresty,3,2021-03-05T03:48:12Z,Nginx Tutorials
16,Perl,sqitch,2595,210,Perl,https://github.com/sqitchers/sqitch,sqitchers,69,2023-07-08T13:13:16Z,Sensible database change management
17,Perl,sanoid,2567,276,Perl,https://github.com/jimsalterjrs/sanoid,jimsalterjrs,99,2023-07-25T21:29:07Z,"Policy-driven snapshot management and replication tools.  Using ZFS for underlying next-gen storage. (Btrfs support plans are shelved unless and until btrfs becomes reliable.) Primarily intended for Linux, but BSD use is supported and reasonably frequently tested."
18,Perl,mojo,2525,585,Perl,https://github.com/mojolicious/mojo,mojolicious,54,2023-07-06T17:05:34Z,:sparkles: Mojolicious - Perl real-time web framework
19,Perl,postgresqltuner,2480,179,Perl,https://github.com/jfcoz/postgresqltuner,jfcoz,9,2023-06-21T15:03:50Z,"Simple script to analyse your PostgreSQL database configuration, and give tuning advice"
20,Perl,owasp-modsecurity-crs,2398,748,Perl,https://github.com/SpiderLabs/owasp-modsecurity-crs,SpiderLabs,39,2020-06-16T12:32:12Z,OWASP ModSecurity Core Rule Set (CRS) Project (Official Repository)
21,Perl,ABTestingGateway,2330,773,Perl,https://github.com/CNSRE/ABTestingGateway,CNSRE,75,2018-10-14T07:05:17Z,
22,Perl,sherloq,2324,208,Perl,https://github.com/GuidoBartoli/sherloq,GuidoBartoli,13,2023-03-26T20:35:07Z,An open-source digital image forensic toolset
23,Perl,exiftool,2243,264,Perl,https://github.com/exiftool/exiftool,exiftool,38,2023-06-28T15:44:08Z,ExifTool meta information reader/writer
24,Perl,openfortivpn,2207,294,Perl,https://github.com/adrienverge/openfortivpn,adrienverge,69,2023-07-03T11:05:49Z,Client for PPP+SSL VPN tunnel services
25,Perl,.dotfiles,2147,286,Perl,https://github.com/ThePrimeagen/.dotfiles,ThePrimeagen,6,2023-04-17T21:51:21Z,
26,Perl,afterglow-theme,2112,141,Perl,https://github.com/YabataDesign/afterglow-theme,YabataDesign,47,2023-07-11T07:34:23Z,[DEPRECATED] A minimal dark Theme for Sublime Text 2 and 3
27,Perl,ua-parser,1984,511,Perl,https://github.com/tobie/ua-parser,tobie,0,2016-12-26T21:13:22Z,A multi-language port of Browserscope's user agent parser.
28,Perl,get_iplayer,1857,207,Perl,https://github.com/get-iplayer/get_iplayer,get-iplayer,2,2023-07-11T15:04:22Z,A utility for downloading TV and radio programmes from BBC iPlayer and BBC Sounds
29,Perl,Th3inspector,1851,499,Perl,https://github.com/Moham3dRiahi/Th3inspector,Moham3dRiahi,0,2023-06-14T11:00:48Z,Th3Inspector 🕵️ Best Tool For Information Gathering 🔎
30,Perl,slipstream,1817,197,Perl,https://github.com/samyk/slipstream,samyk,4,2023-01-14T21:39:03Z,"NAT Slipstreaming allows an attacker to remotely access any TCP/UDP services bound to a victim machine, bypassing the victim’s NAT/firewall, just by anyone on the victim's network visiting a website"
31,Perl,munin,1810,473,Perl,https://github.com/munin-monitoring/munin,munin-monitoring,162,2023-07-26T07:26:47Z,Main repository for munin master / node / plugins
32,Perl,everything-curl,1764,307,Perl,https://github.com/bagder/everything-curl,bagder,0,2023-07-19T14:11:41Z,"The book documenting the curl project, the curl tool, libcurl and more. Simply put: everything curl."
33,Perl,Mojo-Webqq,1740,331,Perl,https://github.com/hexsum/Mojo-Webqq,hexsum,15,2019-04-10T06:21:40Z,【重要通知：WebQQ将在2019年1月1日停止服务，此项目目前已停止维护，感谢大家四年来的一路陪伴】使用Perl语言（不会没关系）编写的smartqq/webqq客户端框架（非GUI），可通过插件提供基于HTTP协议的api接口供其他语言或系统调用
34,Perl,duckduckgo,1734,247,Perl,https://github.com/duckduckgo/duckduckgo,duckduckgo,0,2022-10-14T17:37:48Z,DuckDuckGo Instant Answer Infrastructure
35,Perl,Linux_Exploit_Suggester,1712,431,Perl,https://github.com/InteliSecureLabs/Linux_Exploit_Suggester,InteliSecureLabs,3,2014-05-19T06:23:20Z,Linux Exploit Suggester; based on operating system release number 
36,Perl,perl5,1687,503,Perl,https://github.com/Perl/perl5,Perl,2150,2023-07-26T06:30:02Z,🐫 The Perl programming language
37,Perl,ddclient,1662,287,Perl,https://github.com/ddclient/ddclient,ddclient,6,2023-07-19T19:29:41Z,Ddclient updates dynamic DNS entries for accounts on a wide range of dynamic DNS services.
38,Perl,nipe,1637,311,Perl,https://github.com/htrgouvea/nipe,htrgouvea,17,2023-07-10T19:40:32Z,An engine to make Tor network your default gateway
39,Perl,linux-exploit-suggester-2,1634,302,Perl,https://github.com/jondonas/linux-exploit-suggester-2,jondonas,1,2023-01-28T05:01:23Z,Next-Generation Linux Kernel Exploit Suggester
40,Perl,openresty-systemtap-toolkit,1608,347,Perl,https://github.com/openresty/openresty-systemtap-toolkit,openresty,24,2023-03-14T04:01:02Z,"Real-time analysis and diagnostics tools for OpenResty (including NGINX, LuaJIT, ngx_lua, and more) based on SystemTap"
41,Perl,dvcs-ripper,1562,314,Perl,https://github.com/kost/dvcs-ripper,kost,8,2021-05-22T22:43:49Z,Rip web accessible (distributed) version control systems: SVN/GIT/HG...
